1,0.17787809,-0.823407041,0.000612558,-0.487904071,1.195059328,0.34
1,0.281144505,-0.775721194,0.053482136,-0.069551406,1.031411106,0.34
1,-0.834345837,1.475531718,0.449821665,0.400915072,-1.086309786,0.25
1,-0.098968035,-0.785469578,0.046463244,0.293069792,1.290996348,0.34
1,-0.692375221,1.794303889,0.753668602,-0.010031175,-1.064693269,0.25
1,-0.173663117,-0.707157556,0.134153821,0.112186957,0.920138314,0.34
1,-0.658729577,-0.107713149,-0.741311705,0.204412759,-0.704899756,0.416
1,-0.451591841,0.725448775,-0.122628252,0.471508265,-0.502289137,0.25
1,0.340620021,-0.715849866,-0.169846255,0.639924851,1.497929286,0.34
1,-0.357148815,1.15275296,0.353197953,0.434842825,-0.646407245,0.25
1,0.817866497,-0.795055489,-0.255713743,0.354178858,1.777957097,0.34
1,-0.844213659,-0.384242321,-1.049559578,-0.115138769,-0.799221675,0.416
1,-0.112245663,0.758268336,-0.088474505,0.048633528,-0.287208705,0.25
1,0.027843422,-0.775071301,-0.23310744,0.082854605,1.522678792,0.34
1,-0.919404124,-0.913124672,-0.925443685,1.107042551,-0.78724839,0.416
1,-0.510400359,0.765959811,-0.07279594,1.107042551,-0.707996444,0.25
1,0.556202026,-0.87807923,-0.352793227,1.109486914,1.539952685,0.34
1,-0.900545849,-0.359221468,-1.016671054,0.794164133,-0.589375402,0.416
1,-0.470477666,0.942837748,0.114129012,0.256404352,-0.441027881,0.25
1,0.039409112,-0.797248876,-0.258630685,-0.066251516,1.734718526,0.34
1,-0.335286223,0.992336795,0.174290946,0.539950419,-0.444432823,0.25
1,-0.296287403,-0.628926771,-0.066841732,1.185262155,1.292426867,0.34
1,-0.795097135,0.757186265,0.502326626,0.119520045,-1.04262514,0.25
1,1.453350116,-0.827793814,0.421381478,0.363956308,1.005415666,0.34
1,-0.808262375,1.112784584,0.90365048,1.9674582,-1.19277296,0.25
1,1.275704553,-0.838841983,0.408984474,0.938381529,1.386271946,0.34
1,-0.690507675,0.908825635,0.673941278,0.948158979,-0.442238131,0.25
1,1.153226017,-0.978893773,0.252016519,3.53185029,1.286781703,0.34
1,1.359725989,-0.913254651,0.326216237,1.896571684,1.088724131,0.34
1,-0.848342445,0.811127326,0.564191325,0.872383738,-1.015225022,0.25
1,0.596842014,-0.956472489,0.277995536,2.170340299,1.321175671,0.34
1,-0.702690068,1.107260499,0.896598772,0.933492804,-0.98423538,0.25
1,0.465276391,-0.854358161,0.392576674,2.331668234,1.02318178,0.34
1,-0.660307306,1.338079497,0.508280834,1.05082221,-0.995556472,0.25
1,0.005525886,-0.525756369,0.30351878,0.794164133,1.014029539,0.34
1,-0.646636489,1.763976665,0.987147952,0.256404352,-1.226367068,0.25
1,0.350554653,-0.56702453,0.252745754,-0.066251516,1.315592035,0.34
1,-0.552215957,1.468493384,0.654492565,0.539950419,-0.715174877,0.25
1,-0.017368755,-0.645499025,0.171891761,1.185262155,1.138007796,0.34
1,-0.618879254,1.401554477,0.582422214,0.119520045,-1.255141714,0.25
1,0.198812259,-0.662558697,0.149741231,0.363956308,1.068973749,0.34
1,-0.7233142,1.511925686,0.70396026,1.9674582,-1.061965132,0.25
1,-0.15260089,-0.624458762,0.193221901,1.171573725,1.304501672,0.34
1,-0.66433154,1.683065074,0.897572302,1.234638281,-1.042543308,0.25
