Rice,399.9275,29.6605,22.72925,16.07,359.5,74.58
Rice,206.932,29.6685,22.74875,16,139.4,66.76
Rice,303.3891429,29.515,22.60125,8.3,316.5,68.31
Rice,271.8862857,29.4635,22.5255,14.42,182.3,70.89
Rice,215.6087143,29.8145,22.88975,12.2,171.5,67.83
Rice,320.8868571,32.79867,22.66725,15.85,393.2,50.14
Rice,399.9275,32.079,22.72925,13.31,291.6,72.14
Rice,206.932,32.16,22.74875,14.98,191.6,65.17
Rice,303.3891429,31.87975,22.60125,14.4,393.1,66.483
Rice,271.8862857,31.977,22.5255,11.2,235.5,69.236
Rice,215.6087143,32.44275,22.88975,12.2,142.5,65.317
Rice,320.8868571,33.02158,24.07067,17.95,272.9,49.937
Rice,399.9275,33.034,24.51675,15.931,336.9,72.147
Rice,206.932,32.96675,24.43625,16.9,172.3,64.03
Rice,303.3891429,32.74,24.21,13.76025,154.4,65.49
Rice,271.8862857,32.8655,24.35425,17.5617,147.1,68.22
Rice,215.6087143,33.2405,24.7105,14.944,278.7,66.58
Rice,320.8868571,32.34958,24.67617,13.3,236.4,53.424
Rice,399.9275,32.35225,25.02375,10.55,383,73.34
Rice,206.932,32.3385,25.00125,16.872,151.8,66
Rice,303.3891429,32.07425,24.7425,18.85,303.6,67.359
Rice,271.8862857,32.0785,24.747,10.6,300.9,69.65
Rice,215.6087143,32.417,25.0855,8.4,200.9,67.967
Rice,320.8868571,30.853,23.64708,7.08,107.4,55.077
Rice,399.9275,30.384,23.8675,9.56,245.5,71.306
Rice,206.932,30.36125,23.845,12.2,87.3,64.744
Rice,303.3891429,30.18575,23.6705,7.84,208.6,66.02
Rice,271.8862857,30.06675,23.55125,8.84,155.4,68.174
Rice,215.6087143,30.349,23.83275,15.4,45.8,65.723
Rice,320.8868571,33.33425,23.32692,11.19,351,49.437
Rice,399.9275,32.69975,23.6875,11.23,499.6,71.913
Rice,206.932,32.742,23.72675,21.8,395.9,64.987
Rice,303.3891429,32.46875,23.45325,17.08,473,66.258
Rice,271.8862857,32.615,23.60225,15.51,396.7,69.025
Rice,215.6087143,33.07325,24.0585,12.03,209.9,65.348
Rice,320.8868571,32.69225,24.97183,9.9,290.3,51.975
Rice,399.9275,33.0565,25.39375,6.6,351.4,72.408
Rice,206.932,32.95675,25.292,2.65,146,65.121
Rice,303.3891429,32.726,25.0685,16.79,216,66.405
Rice,271.8862857,32.8035,25.14775,9.1,253.1,68.965
Rice,215.6087143,33.131,25.47575,9.24,193,67.39
Rice,320.8868571,30.30533,22.63833,9.64,265,55.344
Rice,399.9275,29.097,22.48125,7.65,329.4,74.538
Rice,206.932,29.1215,22.51,10.85,102.1,66.82
Rice,303.3891429,29.0345,22.42325,11.65,330.1,68.419
Rice,271.8862857,29.00525,22.389,9.91,171.7,71.034
Rice,215.6087143,29.41275,22.79725,7.99,55.4,66.876
Rice,320.8868571,33.38825,23.31733,16.07,440.7,44.797
Rice,399.9275,33.829,24.43575,16,346.6,68.788
Rice,206.932,33.4225,24.03275,8.3,323.1,61.054
Rice,303.3891429,33.4845,24.09725,14.42,183.7,62.167
Rice,271.8862857,33.96225,24.58125,12.2,212.7,65.198
Rice,215.6087143,34.41375,25.0185,15.85,118.4,63.815
Rice,320.8868571,32.01017,23.30125,13.31,272.9,51.892
Rice,399.9275,31.4464,23.644,14.98,347.2,73.379
Rice,206.932,31.3668,23.64175,14.4,136.7,65.442
Rice,303.3891429,31.1482,23.37675,11.2,321.9,66.911
Rice,271.8862857,31.2236,23.4415,2.2,197.5,69.596
Rice,215.6087143,31.4844,23.83125,17.95,186.7,67.459
Rice,320.8868571,32.50175,22.15883,15.931,376.7,47.908
Rice,399.9275,32.3915,22.88975,16.9,314.4,71.436
Rice,206.932,32.21375,22.71125,14.42,201.9,64.108
Rice,303.3891429,32.093,22.5915,12.2,395.5,65.174
Rice,271.8862857,32.4345,22.93275,15.85,396.5,68.133
Rice,215.6087143,32.8775,23.379,13.31,244.1,65.783
Rice,320.8868571,32.30767,21.60333,14.98,454.3,47.802
Rice,399.9275,31.93775,22.4015,14.4,509.1,71.502
Rice,206.932,31.7435,22.21125,11.2,194,64.804
Rice,303.3891429,31.6295,22.095,12.2,415.3,65.781
Rice,271.8862857,31.99325,22.4625,13.24,369.9,68.759
Rice,215.6087143,32.47225,22.94,13.81,251,65.461
Rice,135.0665,28.7395,20.965,5.355,90.25,62.48975
Rice,147.3238,28.88625,21.11,7.0665,103.5,59.83
Rice,14.91967,35.81433,22.197,8.9912,9,25.411
Rice,102.206,28.85625,21.09075,8.55,112,64.049
Rice,31.771,36.79533,23.03033,7.31,15,25.76233
Rice,93.34,29.09725,21.33125,7.81,70.5,58.0215
Rice,35.7646,30.942,18.9302,8.1873,27.4,31.61
Rice,60.351,33.506,20.627,9.28,42.3333,34.903
Rice,154.3833,29.0705,20.4975,9.969,127,67.41225
Rice,71.561,34.821,21.932,9.13,29.66667,32.56067
Rice,211.0305,28.82675,20.262,8.8,184.5,71.9635
Rice,13.7484,30.091,18.0848,6.88,21.6,30.077
Rice,100.63,33.607,20.72067,7.55,72,38.39867
Rice,117.258,28.88825,20.324,7.69,154,67.8145
Rice,4.8236,28.4634,18.4252,11.88,3.6,30.2716
Rice,53.37067,33.63067,20.76367,11.88,81,31.55967
Rice,179.972,28.57125,19.99575,11.89,199,68.09525
Rice,7.062,30.168,18.175,10.6,7.8,33.4876
Rice,58.10933,34.175,21.27633,8.4,36.33333333,35.89867
Rice,118.6308,28.82,20.254,7.08,142.75,71.26075
Rice,74.156,34.32733,21.44133,9.56,44,35.84333
Rice,78.785,29.338,20.78,12.2,56,64.07225
Rice,19.57833,33.60367,22.341,7.84,16.6666,26.121
Rice,286.4598,28.726,22.119,8.84,172,59.4075
Rice,18.01567,34.698,23.44167,15.4,15.33333,23.68067
Rice,265.374,28.692,22.085,11.19,182.5,65.5975
Rice,31.99267,34.07033,22.81167,11.23,29.33333333,35.879
Rice,250.8363,28.261,21.6545,21.8,200.25,63.9805
Rice,275.347,28.463,21.858,15.11,117,60.7615
Rice,13.25833,33.76967,22.51067,10.92,13.33333333,26.56633
Rice,184.7958,28.33,21.72575,16.23,143.5,64.5395
Rice,30.54667,34.681,23.42233,11.17,17.33333333,27.07
Rice,169.1795,28.64425,22.04,16.89,91.5,59.69625
Rice,35.57733,35.39133,22.35733,11.65,10.66666667,26.886
Rice,114.609,29.6555,21.79575,10.6,43.5,59.5475
Rice,37.2,36.702,23.67067,8.4,11,23.13467
Rice,155.5625,29.5285,21.6565,7.08,130.75,64.44875
Rice,48.40733,35.79267,22.75833,9.56,25.66666667,31.443
Rice,111.8915,29.287,21.43475,12.2,91.75,61.5625
Rice,40.49467,35.58667,22.56067,7.84,32.6,22.667
Rice,137.5513,29.2345,21.374,8.84,112.25,60.4405
Rice,28.09867,35.92633,22.894,15.4,10,25.80667
Rice,95.84,29.35175,21.49325,12.144,120.5,64.2685
Rice,35.09967,36.453,23.425,12.402,21,26.12233
Rice,79.59725,29.66425,21.813,10.3564,61.5,57.36075
Rice,24.6296,33.605,19.7484,14.256,29.4,19.776
Rice,125.9133,31.849,22.27025,14.76025,107.5,57.51625
Rice,213.2953,32.1085,22.51925,18.5617,219.5,64.191
Rice,28.916,39.09667,24.55233,4.944,32,26.194
Rice,129.9213,31.355,21.77275,7.56,152.75,61.9865
Rice,8.414,32.705,18.8624,8.64,3.2,16.0854
Rice,141.8448,31.7215,22.13075,3.76,174,57.8065
Rice,4.7096,32.7832,18.9292,9.96,0.5,17.7518
Rice,124.164,31.744,22.16025,7.53,153.75,64.5785
Rice,90.88625,31.802,22.22375,8.61,134,55.96725
Rice,105.6635,30.83275,22.2095,6.49,62.5,57.20925
Rice,142.0928,30.87475,22.25125,7.53,172,63.40725
