State,District,year,Type,Crop,Average Max Temperature,Average Min Temp,Ground water ,precipitation,cloud cover
Chhattisgarh,SURGUJA,2002,Whole Year,Sugarcane,31.53692,19.40083,5.242493947,82.6155,37.75958333
Gujarat,AHMADABAD,1999,Whole Year,Sugarcane,33.58892,20.38325,12.54080537,40.56317,30.27208333
Gujarat,AHMADABAD,2000,Whole Year,Sugarcane,33.839,20.63117,13.28494845,41.16825,27.8775
Gujarat,AHMADABAD,2001,Whole Year,Sugarcane,33.60867,20.40283,14.27304762,46.20892,31.25841667
Gujarat,AHMADABAD,2002,Whole Year,Sugarcane,34.08958,20.88442,16.44171717,28.06975,32.61216667
Gujarat,AMRELI,1999,Whole Year,Sugarcane,26.057,17.3355,13.67084906,47.04742,26.99566667
Gujarat,AMRELI,2000,Whole Year,Sugarcane,26.05417,17.32908,16.29706806,47.33033,25.63558333
Gujarat,AMRELI,2002,Whole Year,Sugarcane,26.39392,17.66717,16.74006579,36.97925,28.31733333
Gujarat,BANAS KANTHA,1999,Whole Year,Sugarcane,34.43717,19.87575,19.40841629,30.5855,25.79516667
Gujarat,BANAS KANTHA,2000,Whole Year,Sugarcane,34.74767,20.18942,21.56,33.95675,23.74408333
Gujarat,BHARUCH,1999,Whole Year,Sugarcane,32.48783,20.43608,6.886511628,75.60408,31.95558333
Gujarat,BHARUCH,2000,Whole Year,Sugarcane,32.7975,20.74775,7.100265487,72.81833,28.828
Gujarat,BHARUCH,2001,Whole Year,Sugarcane,32.544,20.48917,7.028888889,77.72867,32.02416667
Gujarat,BHARUCH,2002,Whole Year,Sugarcane,32.99867,20.94908,,54.972,32.85525
Gujarat,BHAVNAGAR,1999,Whole Year,Sugarcane,32.03575,20.819,,57.39525,32.49308333
Gujarat,BHAVNAGAR,2000,Whole Year,Sugarcane,32.14325,20.92517,,57.10108,30.57966667
Gujarat,BHAVNAGAR,2001,Whole Year,Sugarcane,32.09275,20.87875,,69.60533,33.35466667
Gujarat,BHAVNAGAR,2002,Whole Year,Sugarcane,32.51758,21.29367,,45.93217,34.35933333
Gujarat,KACHCHH,1999,Whole Year,Sugarcane,27.64083,17.10733,,19.34042,22.51491667
Gujarat,KACHCHH,2001,Whole Year,Sugarcane,27.65417,17.12117,,35.68817,23.00391667
Gujarat,KACHCHH,2002,Whole Year,Sugarcane,27.79175,17.26075,,11.81292,23.84525
Gujarat,KHEDA,1999,Whole Year,Sugarcane,34.44417,17.10733,,50.30442,30.64183333
Gujarat,KHEDA,2000,Whole Year,Sugarcane,34.13033,17.23108,,52.218,27.644
Gujarat,KHEDA,2001,Whole Year,Sugarcane,34.62,17.12117,,52.44458,31.33891667
Gujarat,RAJKOT,1999,Whole Year,Sugarcane,32.2455,20.93292,,48.28558,30.68325
Gujarat,RAJKOT,2000,Whole Year,Sugarcane,32.2925,20.98125,,55.46933,29.02066667
Gujarat,RAJKOT,2001,Whole Year,Sugarcane,32.2235,20.90742,,70.37267,31.31925
Gujarat,RAJKOT,2002,Whole Year,Sugarcane,32.50142,21.19267,,30.15767,32.398
Gujarat,SABAR KANTHA,1999,Whole Year,Sugarcane,34.16492,20.37233,,52.36483,28.90633333
Gujarat,SABAR KANTHA,2000,Whole Year,Sugarcane,34.4655,20.68,,54.8955,26.38141667
Gujarat,SABAR KANTHA,2001,Whole Year,Sugarcane,34.09825,20.30833,,58.59467,29.97675
Gujarat,SABAR KANTHA,2002,Whole Year,Sugarcane,34.67517,20.88683,,33.64392,31.45325
Gujarat,SURAT,1999,Whole Year,Sugarcane,25.6695,16.20108,,83.40483,26.78525
Gujarat,SURAT,2000,Whole Year,Sugarcane,25.86908,16.40025,,77.9095,24.11241667
Gujarat,SURAT,2001,Whole Year,Sugarcane,25.70825,16.23283,,81.12558,26.40241667
Gujarat,SURAT,2002,Whole Year,Sugarcane,26.02508,16.55383,,63.18392,26.7525
Gujarat,SURENDRANAGAR,1999,Whole Year,Sugarcane,33.2885,20.10033,,42.59925,29.81091667
Gujarat,SURENDRANAGAR,2000,Whole Year,Sugarcane,33.47325,20.28092,,44.76125,27.752
Gujarat,SURENDRANAGAR,2001,Whole Year,Sugarcane,33.2765,20.088,,54.20858,30.69741667
Gujarat,SURENDRANAGAR,2002,Whole Year,Sugarcane,33.66983,20.48825,,27.25958,32.034
Gujarat,VADODARA,1999,Whole Year,Sugarcane,33.93208,20.85208,,69.16708,32.40758333
Gujarat,VADODARA,2000,Whole Year,Sugarcane,34.20717,21.13675,,63.66008,29.15241667
Gujarat,VADODARA,2001,Whole Year,Sugarcane,33.9075,20.83667,,66.409,32.63533333
Gujarat,VADODARA,2002,Whole Year,Sugarcane,34.35475,21.28075,,50.95217,33.37775
Haryana,AMBALA,1999,Whole Year,Sugarcane,32.38508,19.18316667,,33.01117,30.18316667
Haryana,AMBALA,2000,Whole Year,Sugarcane,31.76225,18.5315,,49.47808,32.68716667
Haryana,AMBALA,2001,Whole Year,Sugarcane,31.84858,18.646,,39.09317,31.78608333
Haryana,AMBALA,2002,Whole Year,Sugarcane,32.03925,18.71691667,,39.72933,33.87025
Haryana,BHIWANI,1999,Whole Year,Sugarcane,32.41467,19.01008333,,22.43025,26.68158333
Haryana,BHIWANI,2000,Whole Year,Sugarcane,32.18583,18.74191667,,36.17125,28.86291667
Haryana,BHIWANI,2001,Whole Year,Sugarcane,32.11033,18.68433333,,34.7685,29.10033333
Haryana,BHIWANI,2002,Whole Year,Sugarcane,32.53508,19.05525,,17.47058,30.189
Haryana,FARIDABAD,1999,Whole Year,Sugarcane,32.27533,19.2635,,36.9725,30.62258333
Haryana,FARIDABAD,2000,Whole Year,Sugarcane,32.00633,18.94691667,,49.76667,33.06316667
Haryana,FARIDABAD,2001,Whole Year,Sugarcane,31.99967,18.95341667,,51.481,33.05458333
Haryana,FARIDABAD,2002,Whole Year,Sugarcane,32.50475,19.39333333,,29.38242,34.60291667
Haryana,FATEHABAD,1999,Whole Year,Sugarcane,32.81033,19.16216667,,19.69883,24.64633333
Haryana,FATEHABAD,2000,Whole Year,Sugarcane,32.55792,18.87775,,30.11525,27.17566667
Haryana,FATEHABAD,2001,Whole Year,Sugarcane,32.52817,18.86608333,,29.26283,26.91591667
Haryana,FATEHABAD,2002,Whole Year,Sugarcane,32.88175,19.15,,17.561,27.85191667
Haryana,GURGAON,1999,Whole Year,Sugarcane,32.07175,19.16216667,,35.38967,30.06691667
Haryana,GURGAON,2000,Whole Year,Sugarcane,31.837,18.87775,,47.97008,32.4225
Haryana,GURGAON,2001,Whole Year,Sugarcane,31.78767,18.86608333,,49.86983,32.54141667
Haryana,GURGAON,2002,Whole Year,Sugarcane,32.306,19.15,,26.64292,34.01358333
Haryana,HISAR,1999,Whole Year,Sugarcane,32.66025,19.12441667,,20.84592,25.6485
Haryana,HISAR,2000,Whole Year,Sugarcane,32.41625,18.85583333,,33.01525,28.05883333
Haryana,HISAR,2001,Whole Year,Sugarcane,32.37892,18.83158333,,31.76417,27.97641667
Haryana,HISAR,2002,Whole Year,Sugarcane,32.74758,19.1405,,17.76133,28.99525
Haryana,JHAJJAR,1999,Whole Year,Sugarcane,32.08708,19.01091667,,25.05217,28.85675
Haryana,JHAJJAR,2000,Whole Year,Sugarcane,31.82533,18.72291667,,44.01425,31.32658333
Haryana,JHAJJAR,2001,Whole Year,Sugarcane,31.7925,18.70791667,,41.62825,31.23591667
Haryana,JHAJJAR,2002,Whole Year,Sugarcane,32.21292,19.06125,,23.22517,32.62233333
Haryana,JIND,1999,Whole Year,Sugarcane,32.33933,19.04008333,,23.15683,26.9115
Haryana,JIND,2000,Whole Year,Sugarcane,32.025,18.698,,38.79108,29.66825
Haryana,JIND,2001,Whole Year,Sugarcane,32.038,18.73375,,36.77375,29.18741667
Haryana,JIND,2002,Whole Year,Sugarcane,32.39833,19.01366667,,22.7115,30.40633333
Haryana,KAITHAL,1999,Whole Year,Sugarcane,32.41283,19.13716667,,24.88708,27.2675
Haryana,KAITHAL,2000,Whole Year,Sugarcane,32.0205,18.71866667,,40.62792,30.08366667
Haryana,KAITHAL,2001,Whole Year,Sugarcane,32.06742,18.79175,,37.17658,29.37775
Haryana,KAITHAL,2002,Whole Year,Sugarcane,32.37217,18.99633333,,26.34675,30.7455
Haryana,KARNAL,1999,Whole Year,Sugarcane,32.24792,19.17758333,,28.97933,29.44825
Haryana,KARNAL,2000,Whole Year,Sugarcane,31.77642,18.67533333,,47.61183,32.10266667
Haryana,KARNAL,2001,Whole Year,Sugarcane,31.84525,18.75941667,,40.58617,31.41091667
Haryana,KARNAL,2002,Whole Year,Sugarcane,32.10342,18.92675,,32.16167,33.17108333
Haryana,KURUKSHETRA,1999,Whole Year,Sugarcane,32.35342,19.17633333,,30.02692,29.37766667
Haryana,KURUKSHETRA,2000,Whole Year,Sugarcane,31.80967,18.60166667,,46.86992,31.98591667
Haryana,KURUKSHETRA,2001,Whole Year,Sugarcane,31.886,18.70325,,38.55183,31.15691667
Haryana,KURUKSHETRA,2002,Whole Year,Sugarcane,32.10917,18.82041667,,34.84917,33.03075
Haryana,MAHENDRAGARH,1999,Whole Year,Sugarcane,31.8985,18.655,,27.2075,27.83766667
Haryana,MAHENDRAGARH,2000,Whole Year,Sugarcane,31.7045,18.41008333,,42.44833,29.883
Haryana,MAHENDRAGARH,2001,Whole Year,Sugarcane,31.58242,18.29416667,,43.32558,30.37216667
Haryana,PANCHKULA,1999,Whole Year,Sugarcane,32.62533,19.28891667,,37.49142,30.41366667
Haryana,PANCHKULA,2000,Whole Year,Sugarcane,32,18.64858333,,50.72475,32.92516667
Haryana,PANCHKULA,2001,Whole Year,Sugarcane,32.08883,18.75741667,,41.39892,31.8725
Haryana,PANCHKULA,2002,Whole Year,Sugarcane,32.23833,18.75725,,45.62942,34.04675
Haryana,PANIPAT,1999,Whole Year,Sugarcane,32.161,19.10766667,,27.13742,29.04791667
Haryana,PANIPAT,2000,Whole Year,Sugarcane,31.7835,18.70933333,,46.44642,31.82483333
Haryana,PANIPAT,2001,Whole Year,Sugarcane,31.82858,18.76925,,42.20417,31.24533333
Haryana,PANIPAT,2002,Whole Year,Sugarcane,32.14567,19.00716667,,28.52767,32.79791667
Haryana,REWARI,1999,Whole Year,Sugarcane,31.86592,19.03075,,27.09258,28.67725
Haryana,REWARI,2000,Whole Year,Sugarcane,31.64383,18.73292,,44.39383,30.92458333
Haryana,REWARI,2001,Whole Year,Sugarcane,31.558,18.71858,,44.31225,31.18508333
Haryana,REWARI,2002,Whole Year,Sugarcane,32.06417,19.06175,,21.48017,32.50666667
Haryana,ROHTAK,1999,Whole Year,Sugarcane,32.19825,19.03075,,23.91525,28.04808333
Haryana,ROHTAK,2000,Whole Year,Sugarcane,31.929,18.73292,,41.32083,30.52233333
Haryana,ROHTAK,2001,Whole Year,Sugarcane,31.9005,18.71858,,38.87608,30.417
Haryana,ROHTAK,2002,Whole Year,Sugarcane,32.308,19.06175,,21.838,31.70975
Haryana,SIRSA,1999,Whole Year,Sugarcane,33.193,19.19258,,17.40417,23.45225
Haryana,SIRSA,2000,Whole Year,Sugarcane,33.00675,18.97942,,24.466,25.49216667
Haryana,SIRSA,2001,Whole Year,Sugarcane,32.90425,18.90142,,24.1665,25.55283333
Haryana,SIRSA,2002,Whole Year,Sugarcane,33.26633,19.19283,,13.85825,26.31166667
Haryana,SONIPAT,1999,Whole Year,Sugarcane,32.07167,19.04958,,26.64667,29.19916667
Haryana,SONIPAT,2000,Whole Year,Sugarcane,31.74508,18.7015,,46.80417,31.9355
Haryana,SONIPAT,2001,Whole Year,Sugarcane,31.76575,18.73575,,43.59342,31.49391667
Haryana,SONIPAT,2002,Whole Year,Sugarcane,32.12425,19.01808,,27.18625,32.98008333
Haryana,YAMUNANAGAR,1999,Whole Year,Sugarcane,32.38308,19.20808,,35.20658,31.27
Haryana,YAMUNANAGAR,2000,Whole Year,Sugarcane,31.67725,18.49108,,53.38083,33.61783333
Haryana,YAMUNANAGAR,2001,Whole Year,Sugarcane,31.777,18.60942,,39.88325,32.76366667
Haryana,YAMUNANAGAR,2002,Whole Year,Sugarcane,31.96042,18.667,,43.47583,35.03741667
Himachal Pradesh,HAMIRPUR,1999,Whole Year,Sugarcane,31.03133,18.08266667,,50.53475,30.93775
Himachal Pradesh,HAMIRPUR,2000,Whole Year,Sugarcane,30.5245,17.54158333,,52.19242,33.77866667
Himachal Pradesh,HAMIRPUR,2001,Whole Year,Sugarcane,30.57217,17.6855,,52.93625,32.28158333
Himachal Pradesh,HAMIRPUR,2002,Whole Year,Sugarcane,30.70308,17.57058333,,57.82967,34.81258333
Himachal Pradesh,KANGRA,1999,Whole Year,Sugarcane,30.02192,17.27266667,,55.14567,31.11858333
Himachal Pradesh,KANGRA,2000,Whole Year,Sugarcane,29.59258,16.80175,,51.72258,34.22716667
Himachal Pradesh,KANGRA,2001,Whole Year,Sugarcane,29.61767,16.96808333,,57.13575,32.56108333
Himachal Pradesh,KANGRA,2002,Whole Year,Sugarcane,29.71342,16.77158333,,61.03442,34.91658333
Himachal Pradesh,MANDI,2000,Whole Year,Sugarcane,29.15883,16.7015,,56.46908,35.64091667
Himachal Pradesh,MANDI,2001,Whole Year,Sugarcane,29.22892,16.8575,,55.51808,34.22183333
Himachal Pradesh,MANDI,2002,Whole Year,Sugarcane,29.32425,16.71358333,,63.19217,36.97816667
Himachal Pradesh,SIRMAUR,1999,Whole Year,Sugarcane,32.09233,18.92216667,,43.96958,32.57608333
Himachal Pradesh,SIRMAUR,2000,Whole Year,Sugarcane,31.40367,18.19366667,,58.01267,34.88641667
Himachal Pradesh,SIRMAUR,2001,Whole Year,Sugarcane,31.50108,18.33825,,46.14725,33.89666667
Himachal Pradesh,SIRMAUR,2002,Whole Year,Sugarcane,31.62892,18.31625,,53.48258,36.3975
Himachal Pradesh,SOLAN,1999,Whole Year,Sugarcane,32.34758,19.07041667,,42.2505,30.7585
Himachal Pradesh,SOLAN,2000,Whole Year,Sugarcane,31.75708,18.44516667,,51.99325,33.30891667
Himachal Pradesh,SOLAN,2001,Whole Year,Sugarcane,31.8165,18.56825,,45.39017,32.15283333
Himachal Pradesh,SOLAN,2002,Whole Year,Sugarcane,31.96967,18.53,,50.46475,34.44183333
Himachal Pradesh,UNA,1999,Whole Year,Sugarcane,31.86667,18.61508333,4.35,43.618,29.12991667
Himachal Pradesh,UNA,2000,Whole Year,Sugarcane,31.37517,18.094,6.617222222,47.54042,32.11383333
Himachal Pradesh,UNA,2001,Whole Year,Sugarcane,31.40983,18.21816667,6.617222222,47.62708,30.62933333
Himachal Pradesh,UNA,2002,Whole Year,Sugarcane,31.57475,18.16425,7.67,49.72167,32.69241667
Jammu and Kashmir,JAMMU,1999,Whole Year,Sugarcane,31.29717,17.94766667,6.857536232,50.71967,27.45125
Jammu and Kashmir,JAMMU,2000,Whole Year,Sugarcane,31.03508,17.67933333,6.956944444,46.54817,29.94275
Jammu and Kashmir,JAMMU,2001,Whole Year,Sugarcane,31.01175,17.8245,7.129117647,58.26042,28.83
Jammu and Kashmir,JAMMU,2002,Whole Year,Sugarcane,31.10417,17.56725,7.671071429,50.47517,30.38975
Jammu and Kashmir,KATHUA,1999,Whole Year,Sugarcane,30.51275,17.42,3.547857143,56.37883,28.97733333
Jammu and Kashmir,KATHUA,2000,Whole Year,Sugarcane,30.22725,17.09858333,4.05,48.66225,32.46383333
Jammu and Kashmir,KATHUA,2001,Whole Year,Sugarcane,30.21017,17.24958333,3.8396,59.42375,30.67758333
Jammu and Kashmir,KATHUA,2002,Whole Year,Sugarcane,30.32517,17.03566667,4.241538462,58.17833,32.66366667
Jammu and Kashmir,RAJAURI,1999,Whole Year,Sugarcane,31.36758,17.64658333,1.471666667,48.49525,29.58875
Jammu and Kashmir,RAJAURI,2000,Whole Year,Sugarcane,31.155,17.46258333,0.9709090909,51.93025,31.04458333
Jammu and Kashmir,RAJAURI,2001,Whole Year,Sugarcane,31.08742,17.64341667,1.374615385,65.847,30.40491667
Jammu and Kashmir,RAJAURI,2002,Whole Year,Sugarcane,31.03967,17.15258333,2.067692308,54.9225,32.07758333
Jammu and Kashmir,UDHAMPUR,1999,Whole Year,Sugarcane,30.46158,17.15691667,3.011666667,60.73917,29.29816667
Jammu and Kashmir,UDHAMPUR,2000,Whole Year,Sugarcane,30.23533,16.91591667,4.188333333,49.27075,31.80875
Jammu and Kashmir,UDHAMPUR,2001,Whole Year,Sugarcane,30.17325,17.0635,5.853333333,64.81567,30.54858333
Jammu and Kashmir,UDHAMPUR,2002,Whole Year,Sugarcane,30.26517,16.75608333,3.891666667,59.86683,32.45666667
Nagaland,KOHIMA,1999,Whole Year,Sugarcane,25.84633,16.82008333,2.98,163.7508,52.49158333
Nagaland,KOHIMA,2000,Whole Year,Sugarcane,24.47958,16.03491667,6.24,173.3698,54.33975
Nagaland,KOHIMA,2001,Whole Year,Sugarcane,25.24392,16.6285,2.84,195.3113,53.85666667
Nagaland,KOHIMA,2002,Whole Year,Sugarcane,25.38092,16.168,5.59,201.3636,52.1975
Nagaland,MOKOKCHUNG,2000,Whole Year,Sugarcane,25.18325,16.424,2.3,161.866,54.37525
Nagaland,MOKOKCHUNG,2001,Whole Year,Sugarcane,25.878,16.93625,2.093333333,165.2753,53.52616667
Nagaland,MOKOKCHUNG,2002,Whole Year,Sugarcane,26.00883,16.53133333,2.775,173.6058,51.72108333
Nagaland,MON,2000,Whole Year,Sugarcane,24.40717,15.49191667,1.446666667,160.8093,54.70533333
Nagaland,MON,2001,Whole Year,Sugarcane,25.1175,16.00858333,3.23,161.0973,53.46641667
Nagaland,MON,2002,Whole Year,Sugarcane,25.21433,15.597,2.85,170.5143,52.09608333
Nagaland,WOKHA,1999,Whole Year,Sugarcane,27.36833,18.1535,2.6775,150.4033,52.48375
Nagaland,WOKHA,2000,Whole Year,Sugarcane,26.026,17.38633333,4.326666667,162.6146,54.01566667
Nagaland,WOKHA,2001,Whole Year,Sugarcane,26.71292,17.89841667,2.84,169.6733,53.45391667
Nagaland,WOKHA,2002,Whole Year,Sugarcane,26.86158,17.48691667,2.52,176.9735,51.35241667
Nagaland,ZUNHEBOTO,1999,Whole Year,Sugarcane,24.41883,15.14225,,149.5902,53.33241667
Nagaland,ZUNHEBOTO,2000,Whole Year,Sugarcane,23.10475,14.38183333,,151.7693,54.75508333
Nagaland,ZUNHEBOTO,2001,Whole Year,Sugarcane,23.83325,14.93466667,,167.5072,54.21033333
Nagaland,ZUNHEBOTO,2002,Whole Year,Sugarcane,23.98967,14.53875,,168.2185,51.82708333
Odisha,ANUGUL,2000,Whole Year,Sugarcane,30.3845,19.97225,,95.61758,54.75508333
Odisha,ANUGUL,2001,Whole Year,Sugarcane,30.40092,20.03033333,,114.5235,54.21033333
Odisha,ANUGUL,2002,Whole Year,Sugarcane,30.86167,19.98033333,,101.7714,51.82708333
Odisha,BALANGIR,2000,Whole Year,Sugarcane,31.70367,20.52366667,,93.76108,38.79075
Odisha,BALANGIR,2001,Whole Year,Sugarcane,31.60325,20.49566667,,106.019,42.41225
Odisha,BALANGIR,2002,Whole Year,Sugarcane,32.09375,20.59725,,87.639,38.22641667
Odisha,BALESHWAR,2000,Whole Year,Sugarcane,31.963,22.58033333,,114.4636,44.35225
Odisha,BALESHWAR,2001,Whole Year,Sugarcane,32.15075,22.75058333,,129.8858,46.3195
Odisha,BALESHWAR,2002,Whole Year,Sugarcane,32.518,22.43733333,,132.3786,43.35875
Odisha,BARGARH,2000,Whole Year,Sugarcane,32.00358,20.68908333,,89.24542,38.24283333
Odisha,BARGARH,2001,Whole Year,Sugarcane,31.94383,20.66591667,,100.3678,42.08608333
Odisha,BARGARH,2002,Whole Year,Sugarcane,32.44417,20.78091667,,86.696,38.07816667
Odisha,BHADRAK,2000,Whole Year,Sugarcane,32.00358,23.17958333,,110.9399,43.7215
Odisha,BHADRAK,2001,Whole Year,Sugarcane,31.94383,23.36841667,,127.9738,46.26175
Odisha,BHADRAK,2002,Whole Year,Sugarcane,32.44417,23.06391667,,126.0849,42.41166667
Odisha,BOUDH,2000,Whole Year,Sugarcane,30.59042,20.10483333,,90.62658,40.12983333
Odisha,BOUDH,2001,Whole Year,Sugarcane,30.55692,20.13208333,,107.0437,43.8385
Odisha,BOUDH,2002,Whole Year,Sugarcane,31.03633,20.15575,,92.00042,38.86133333
Odisha,CUTTACK,2000,Whole Year,Sugarcane,31.05417,22.56408333,,94.79408,42.12866667
Odisha,CUTTACK,2001,Whole Year,Sugarcane,31.22083,22.74791667,,117.3213,45.57075
Odisha,CUTTACK,2002,Whole Year,Sugarcane,31.52208,22.51516667,,103.8768,40.24
Odisha,DHENKANAL,2000,Whole Year,Sugarcane,31.352,21.57916667,,98.84358,41.29675
Odisha,DHENKANAL,2001,Whole Year,Sugarcane,31.42917,21.67416667,,120.8275,44.79625
Odisha,DHENKANAL,2002,Whole Year,Sugarcane,31.82375,21.53841667,,107.9351,39.49633333
Odisha,GAJAPATI,2000,Whole Year,Sugarcane,31.0375,22.14891667,,77.33058,41.01566667
Odisha,GAJAPATI,2001,Whole Year,Sugarcane,31.16508,22.31216667,,89.429,44.64525
Odisha,GAJAPATI,2002,Whole Year,Sugarcane,31.41342,22.21525,,71.00567,39.96883333
Odisha,GANJAM,2000,Whole Year,Sugarcane,29.855,21.0375,,82.30317,41.61966667
Odisha,GANJAM,2001,Whole Year,Sugarcane,29.9795,21.20516667,,98.61725,45.32625
Odisha,GANJAM,2002,Whole Year,Sugarcane,30.26333,21.06941667,,81.4045,40.22208333
Odisha,JAGATSINGHAPUR,2000,Whole Year,Sugarcane,30.54725,23.43433333,,98.49108,43.73908333
Odisha,JAGATSINGHAPUR,2001,Whole Year,Sugarcane,30.8045,23.685,,117.616,46.73908333
Odisha,JAGATSINGHAPUR,2002,Whole Year,Sugarcane,31.05917,23.38816667,,108.0891,42.15166667
Odisha,JAJAPUR,2000,Whole Year,Sugarcane,32.04775,22.86841667,,105.1403,42.45066667
Odisha,JAJAPUR,2001,Whole Year,Sugarcane,32.21408,23.03541667,,125.328,45.50316667
Odisha,JAJAPUR,2002,Whole Year,Sugarcane,32.557,22.791,,118.6416,40.985
Odisha,JHARSUGUDA,2000,Whole Year,Sugarcane,32.38483,20.96125,,92.16767,37.97558333
Odisha,JHARSUGUDA,2001,Whole Year,Sugarcane,32.34992,20.93716667,,105.5111,42.13108333
Odisha,JHARSUGUDA,2002,Whole Year,Sugarcane,32.86942,21.04258333,,95.50725,38.23675
Odisha,KALAHANDI,2000,Whole Year,Sugarcane,31.008,19.97116667,,102.7993,39.34041667
Odisha,KALAHANDI,2001,Whole Year,Sugarcane,30.90042,19.95058333,,120.1999,43.05866667
Odisha,KALAHANDI,2002,Whole Year,Sugarcane,31.34267,20.049,,95.04283,39.03766667
Odisha,KENDRAPARA,2000,Whole Year,Sugarcane,31.54758,23.53266667,,111.4563,44.56116667
Odisha,KENDRAPARA,2001,Whole Year,Sugarcane,31.80333,23.76725,,129.3139,47.33633333
Odisha,KENDRAPARA,2002,Whole Year,Sugarcane,32.06833,23.43833333,,125.0053,43.27475
Odisha,KENDUJHAR,2000,Whole Year,Sugarcane,31.94608,21.14266667,,99.14458,41.02225
Odisha,KENDUJHAR,2001,Whole Year,Sugarcane,32.02108,21.21816667,,114.9998,44.20091667
Odisha,KENDUJHAR,2002,Whole Year,Sugarcane,32.46625,21.09725,,109.9894,39.74983333
Odisha,KHORDHA,2000,Whole Year,Sugarcane,30.825,22.68791667,,89.77267,42.21258333
Odisha,KHORDHA,2001,Whole Year,Sugarcane,31.01358,22.90633333,,112.3216,45.85141667
Odisha,KHORDHA,2002,Whole Year,Sugarcane,31.26392,22.64933333,,95.80525,40.23591667
Odisha,KORAPUT,2000,Whole Year,Sugarcane,30.83042,20.39091667,,103.0806,39.73133333
Odisha,KORAPUT,2001,Whole Year,Sugarcane,30.82308,20.46033333,,107.5344,43.55475
Odisha,KORAPUT,2002,Whole Year,Sugarcane,31.11017,20.50291667,,81.89517,39.99791667
